Divine Word College,Epworth,IA,www.dwci.edu,Private,12100,12100,89,89,0,
Dordt College,Sioux Center,IA,www.dordt.edu,Private,26540,26540,1338,1332,6,
Drake University,Des Moines,IA,www.drake.edu,Private,30889,30889,3310,3177,133,
University of Dubuque,Dubuque,IA,www.dbq.edu,Private,25520,25520,1687,1544,143,
Emmaus Bible College,Dubuque,IA,www.emmaus.edu,Private,15390,15390,187,179,8,
Faith Baptist Bible College and Theological Seminary,Ankeny,IA,www.faith.edu,Private,15546,15546,220,206,14,
Graceland University-Lamoni,Lamoni,IA,www.graceland.edu,Private,23530,23530,1434,1292,142,
Grand View University,Des Moines,IA,www.grandview.edu,Private,22628,22628,2079,1728,351,
Grinnell College,Grinnell,IA,www.grinnell.edu,Private,43656,43656,1661,1659,2,
Iowa State University,Ames,IA,www.iastate.edu,Public,7726,20278,27112,25985,1127,
Iowa Wesleyan College,Mount Pleasant,IA,www.iwc.edu,Private,25550,25550,578,478,100,
University of Iowa,Iowa City,IA,www.uiowa.edu,Public,8061,26931,21314,19301,2013,
Loras College,Dubuque,IA,www.loras.edu,Private,28852,28852,1521,1482,39,
Luther College,Decorah,IA,www.luther.edu,Private,37530,37530,2388,2376,12,
Maharishi University of Management,Fairfield,IA,www.mum.edu,Private,26430,26430,316,304,12,
Mercy College of Health Sciences,Des Moines,IA,www.mchs.edu,Private,15040,15040,826,357,469,
Morningside College,Sioux City,IA,www.morningside.edu,Private,25990,25990,1267,1240,27,
Mount Mercy University,Cedar Rapids,IA,www.mtmercy.edu,Private,26310,26310,1454,880,574,
University of Northern Iowa,Cedar Falls,IA,www.uni.edu,Public,7685,17181,10170,9298,872,
Northwestern College,Orange City,IA,www.nwciowa.edu/,Private,26764,26764,1147,1121,26,
Palmer College of Chiropractic-Davenport,Davenport,IA,www.palmer.edu,Private,8388,8388,39,36,3,
Saint Ambrose University,Davenport,IA,www.sau.edu,Private,26740,26740,2716,2435,281,
St Luke's College,Sioux City,IA,www.stlukescollege.edu,Private,17970,17970,184,139,45,
Simpson College,Indianola,IA,www.simpson.edu,Private,30999,30999,1687,1486,201,
Upper Iowa University,Fayette,IA,www.uiu.edu,Private,24400,24400,4513,2946,1567,
Wartburg College,Waverly,IA,www.wartburg.edu,Private,34250,34250,1669,1641,28,
William Penn University,Oskaloosa,IA,www.wmpenn.edu,Private,23210,23210,1558,1526,32,
Baker University,Baldwin City,KS,www.bakeru.edu,Private,25580,25580,1759,1066,693,
Benedictine College,Atchison,KS,www.benedictine.edu,Private,23900,23900,1750,1728,22,
Bethany College,Lindsborg,KS,www.bethanylb.edu,Private,23305,23305,604,602,2,
Bethel College-North Newton,North Newton,KS,www.bethelks.edu,Private,23500,23500,482,464,18,
Central Baptist Theological Seminary,Shawnee,KS,www.cbts.edu,Private,6980,6980,82,77,5,
Central Christian College of Kansas,McPherson,KS,www.centralchristian.edu,Private,14800,14800,765,739,26,
Donnelly College,Kansas City,KS,donnelly.edu,Private,6579,6579,419,220,199,
Emporia State University,Emporia,KS,www.emporia.edu,Public,5614,17388,3724,3384,340,
Fort Hays State University,Hays,KS,www.fhsu.edu,Public,4358,12821,11064,5317,5747,
Barclay College,Haviland,KS,www.barclaycollege.edu,Private,14090,14090,233,183,50,
Friends University,Wichita,KS,www.friends.edu,Private,23430,23430,1568,1045,523,
Haskell Indian Nations University,Lawrence,KS,www.haskell.edu,Public,80,80,741,720,21,
University of Kansas,Lawrence,KS,www.ku.edu,Public,10107,24873,18731,16877,1854,
Newman University,Wichita,KS,www.newmanu.edu,Private,23650,23650,1276,1107,169,
Kansas State University,Manhattan,KS,www.k-state.edu,Public,8585,21530,19647,17884,1763,
Kansas Wesleyan University,Salina,KS,www.kwu.edu,Private,23800,23800,664,624,40,
Manhattan Christian College,Manhattan,KS,www.mccks.edu,Private,13642,13642,301,222,79,
McPherson College,McPherson,KS,www.mcpherson.edu,Private,22891,22891,632,602,30,
MidAmerica Nazarene University,Olathe,KS,www.mnu.edu,Private,22290,22290,1390,1129,261,
Ottawa University-Ottawa,Ottawa,KS,www.ottawa.edu,Private,23964,23964,533,520,13,
Pittsburg State University,Pittsburg,KS,www.pittstate.edu,Public,5906,15786,6005,5621,384,
University of Saint Mary,Leavenworth,KS,www.stmary.edu,Private,23170,23170,782,563,219,
Southwestern College,Winfield,KS,www.sckans.edu,Private,23886,23886,1332,552,780,
Sterling College,Sterling,KS,www.sterling.edu,Private,21200,21200,640,595,45,
Tabor College,Hillsboro,KS,www.tabor.edu,Private,22730,22730,706,565,141,
Washburn University,Topeka,KS,www.washburn.edu,Public,5774,12926,5320,3956,1364,
Wichita State University,Wichita,KS,www.wichita.edu,Public,6926,14960,11198,8566,2632,
Alice Lloyd College,Pippa Passes,KY,www.alc.edu,Private,10620,10620,617,606,11,
Asbury University,Wilmore,KY,www.asbury.edu,Private,26076,26076,1392,1308,84,
Bellarmine University,Louisville,KY,www.bellarmine.edu,Private,34890,34890,2508,2354,154,
Berea College,Berea,KY,www.berea.edu,Private,23170,23170,1587,1581,6,
Brescia University,Owensboro,KY,www.brescia.edu,Private,19640,19640,869,688,181,
Campbellsville University,Campbellsville,KY,www.campbellsville.edu,Private,22196,22196,2213,1975,238,
Centre College,Danville,KY,www.centre.edu,Private,36020,36020,1372,1371,1,
Clear Creek Baptist Bible College,Pineville,KY,www.ccbbc.edu/,Private,6436,6436,136,103,33,
University of the Cumberlands,Williamsburg,KY,www.ucumberlands.edu,Private,20000,20000,1545,1494,51,
Eastern Kentucky University,Richmond,KY,www.eku.edu,Public,7536,16608,13247,10955,2292,
Georgetown College,Georgetown,KY,www.georgetowncollege.edu,Private,32310,32310,1034,998,36,
Kentucky Mountain Bible College,Vancleve,KY,www.kmbc.edu/,Private,7140,7140,73,64,9,
Kentucky State University,Frankfort,KY,www.kysu.edu,Public,6276,15072,2131,1810,321,
Kentucky Wesleyan College,Owensboro,KY,www.kwc.edu,Private,21200,21200,652,621,31,
University of Kentucky,Lexington,KY,www.uky.edu,Public,10110,21192,21050,19802,1248,
Kentucky Christian University,Grayson,KY,www.kcu.edu,Private,17418,17418,547,494,53,
Lindsey Wilson College,Columbia,KY,www.lindsey.edu,Private,22070,22070,2127,2084,43,
University of Louisville,Louisville,KY,www.louisville.edu,Public,9946,23834,15023,12301,2722,
Mid-Continent University,Mayfield,KY,www.midcontinent.edu,Private,8673,8673,2142,1822,320,
Midway College,Midway,KY,www.midway.edu,Private,22150,22150,1247,731,516,
Morehead State University,Morehead,KY,www.moreheadstate.edu,Public,7498,18746,7344,6150,1194,
Murray State University,Murray,KY,www.murraystate.edu,Public,7044,19164,7956,7044,912,
Northern Kentucky University,Highland Heights,KY,www.nku.edu,Public,8376,16464,11976,9686,2290,
University of Pikeville,Pikeville,KY,www.upike.edu,Private,17750,17750,1313,1282,31,
Saint Catharine College,Saint Catharine,KY,www.sccky.edu,Private,18106,18106,605,552,53,
The Southern Baptist Theological Seminary,Louisville,KY,www.sbts.edu,Private,15514,15514,616,427,189,
Spalding University,Louisville,KY,www.spalding.edu,Private,22425,22425,1277,954,323,
Thomas More College,Crestview Hills,KY,www.thomasmore.edu,Private,27345,27345,1208,1137,71,
Transylvania University,Lexington,KY,www.transy.edu,Private,31560,31560,1081,1066,15,
Union College,Barbourville,KY,www.unionky.edu,Private,22000,22000,808,729,79,
Western Kentucky University,Bowling Green,KY,www.wku.edu,Public,8722,22248,15780,13234,2546,
Centenary College of Louisiana,Shreveport,LA,www.centenary.edu,Private,30740,30740,579,571,8,
Dillard University,New Orleans,LA,www.dillard.edu,Private,16094,16094,1183,1128,55,
Grambling State University,Grambling,LA,www.gram.edu,Public,5950,15118,4100,3857,243,
Louisiana State University Health Sciences Center-New Orleans,New Orleans,LA,www.lsuhsc.edu/,Public,0,0,915,599,316,
Louisiana State University-Alexandria,Alexandria,LA,www.lsua.edu,Public,5337,9982,1984,1248,736,
Louisiana State University and Agricultural & Mechanical College,Baton Rouge,LA,www.lsu.edu,Public,7873,25790,23990,22707,1283,
Louisiana State University-Shreveport,Shreveport,LA,www.lsus.edu/,Public,5606,5606,2796,2064,732,
Louisiana College,Pineville,LA,www.lacollege.edu,Private,14120,14120,1081,1008,73,
Louisiana Tech University,Ruston,LA,www.latech.edu,Public,7302,18441,7047,6273,774,
Loyola University New Orleans,New Orleans,LA,www.loyno.edu,Private,36860,36860,2910,2721,189,
McNeese State University,Lake Charles,LA,www.mcneese.edu,Public,5701,16603,6777,5958,819,
University of New Orleans,New Orleans,LA,www.uno.edu,Public,6578,19068,6854,5307,1547,
New Orleans Baptist Theological Seminary,New Orleans,LA,www.nobts.edu,Private,6540,6540,1079,324,755,
Nicholls State University,Thibodaux,LA,www.nicholls.edu,Public,6468,15959,5682,4707,975,
University of Louisiana at Monroe,Monroe,LA,www.ulm.edu,Public,6318,16890,5863,4851,1012,
Northwestern State University of Louisiana,Natchitoches,LA,www.nsula.edu/,Public,6207,16327,7026,4990,2036,
Our Lady of Holy Cross College,New Orleans,LA,www.olhcc.edu,Private,9950,9950,842,521,321,
Our Lady of the Lake College,Baton Rouge,LA,www.ololcollege.edu,Private,10532,10532,1483,873,610,
Saint Joseph Seminary College,St. Benedict,LA,saintjosephabbey.com/,Private,16140,16140,133,129,4,
Southeastern Louisiana University,Hammond,LA,www.selu.edu,Public,5715,17734,11704,9981,1723,
Southern University and A & M College,Baton Rouge,LA,www.subr.edu,Public,6630,8274,5666,4702,964,
Southern University at New Orleans,New Orleans,LA,www.suno.edu,Public,4911,4911,1782,1221,561,
University of Louisiana at Lafayette,Lafayette,LA,www.louisiana.edu,Public,6192,15742,14261,12274,1987,
Tulane University of Louisiana,New Orleans,LA,tulane.edu,Private,46930,46930,8290,6487,1803,
Xavier University of Louisiana,New Orleans,LA,www.xula.edu,Private,20560,20560,2459,2363,96,
College of the Atlantic,Bar Harbor,ME,www.coa.edu,Private,38952,38952,356,344,12,
Bates College,Lewiston,ME,www.bates.edu/,Private,45650,45650,1791,1791,0,
Bowdoin College,Brunswick,ME,www.bowdoin.edu/,Private,45446,45446,1789,1788,1,
Colby College,Waterville,ME,www.colby.edu,Private,45760,45760,1820,1820,0,
Husson University,Bangor,ME,www.husson.edu,Private,15130,15130,2290,1868,422,
University of Maine at Augusta,Augusta,ME,www.uma.edu/,Public,7500,16740,4306,1717,2589,
University of Maine at Farmington,Farmington,ME,www.umf.maine.edu,Public,9167,18255,1858,1773,85,
University of Maine at Fort Kent,Fort Kent,ME,www.umfk.maine.edu,Public,7575,17535,913,593,320,
University of Maine at Machias,Machias,ME,machias.edu,Public,7490,19370,596,435,161,
University of Maine,Orono,ME,www.umaine.edu/,Public,10600,27970,8619,7874,745,
Maine Maritime Academy,Castine,ME,www.mainemaritime.edu,Public,11950,22770,994,979,15,
University of Maine at Presque Isle,Presque Isle,ME,www.umpi.edu/,Public,7300,17260,924,709,215,
University of New England,Biddeford,ME,www.une.edu/,Private,33145,33145,2179,2154,25,
Maine College of Art,Portland,ME,www.meca.edu,Private,30990,30990,375,361,14,
Saint Joseph's College of Maine,Standish,ME,www.sjcme.edu,Private,30990,30990,1276,895,381,
University of Southern Maine,Portland,ME,www.usm.maine.edu,Public,8920,21280,6079,4238,1841,
Thomas College,Waterville,ME,www.thomas.edu,Private,22770,22770,846,780,66,
Unity College,Unity,ME,www.unity.edu,Private,25000,25000,553,547,6,
University of Baltimore,Baltimore,MD,www.ubalt.edu,Public,7838,16288,3479,2061,1418,
Bowie State University,Bowie,MD,www.bowiestate.edu,Public,6971,17538,4313,3511,802,
Capitol College,Laurel,MD,www.capitol-college.edu,Private,22296,22296,430,330,100,
Washington Adventist University,Takoma Park,MD,www.wau.edu,Private,21020,21020,951,805,146,
Coppin State University,Baltimore,MD,www.coppin.edu,Public,6252,11186,2880,2244,636,
Frostburg State University,Frostburg,MD,www.frostburg.edu,Public,7728,18376,4575,4116,459,
Goucher College,Baltimore,MD,www.goucher.edu,Private,39084,39084,1444,1423,21,
Hood College,Frederick,MD,www.hood.edu,Private,33280,33280,1347,1255,92,
Johns Hopkins University,Baltimore,MD,www.jhu.edu,Private,45470,45470,5932,5838,94,
Loyola University Maryland,Baltimore,MD,www.loyola.edu,Private,43250,43250,3972,3939,33,
University of Maryland-University College,Adelphi,MD,www.umuc.edu,Public,6552,12336,26006,5895,20111,
University of Maryland-Baltimore,Baltimore,MD,www.umaryland.edu,Public,0,0,738,549,189,
University of Maryland-Baltimore County,Baltimore,MD,www.umbc.edu,Public,10068,21642,11012,9491,1521,
University of Maryland-College Park,College Park,MD,www.umd.edu,Public,9162,28348,26045,24400,1645,
Maryland Institute College of Art,Baltimore,MD,www.mica.edu,Private,40890,40890,1892,1759,133,
University of Maryland Eastern Shore,Princess Anne,MD,www.umes.edu,Public,6998,15504,3421,3171,250,
Morgan State University,Baltimore,MD,www.morgan.edu,Public,7218,16632,6197,5485,712,
Mount St Mary's University,Emmitsburg,MD,www.msmary.edu,Private,34644,34644,1729,1650,79,
Ner Israel Rabbinical College,Baltimore,MD,0,Private,10000,10000,340,340,0,
Notre Dame of Maryland University,Baltimore,MD,www.ndm.edu,Private,32050,32050,1220,525,695,
St Mary's Seminary & University,Baltimore,MD,www.stmarys.edu,Private,0,0,0,0,0,
Salisbury University,Salisbury,MD,www.salisbury.edu,Public,8128,16474,7767,7363,404,
St Mary's College of Maryland,St. Mary's City,MD,www.smcm.edu,Public,14864,28664,1794,1758,36,
Sojourner-Douglass College,Baltimore,MD,www.sdc.edu,Private,9830,9830,1037,530,507,
St John's College,Annapolis,MD,www.sjc.edu,Private,46296,46296,443,440,3,
Towson University,Towson,MD,www.towson.edu,Public,8342,20020,18534,16510,2024,
United States Naval Academy,Annapolis,MD,www.usna.edu,Public,0,0,4526,4526,0,
Stevenson University,Stevenson,MD,www.stevenson.edu,Private,27082,27082,3923,3288,635,
Washington Bible College-Capital Bible Seminary,Lanham,MD,0,Private,0,0,0,0,0,
Washington College,Chestertown,MD,www.washcoll.edu,Private,41120,41120,1424,1411,13,
McDaniel College,Westminster,MD,www.mcdaniel.edu,Private,36960,36960,1662,1648,14,
American International College,Springfield,MA,www.aic.edu,Private,30040,30040,1513,1397,116,
Amherst College,Amherst,MA,www.amherst.edu,Private,46574,46574,1785,1785,0,
Anna Maria College,Paxton,MA,www.annamaria.edu,Private,32134,32134,1135,845,290,
Assumption College,Worcester,MA,www.assumption.edu,Private,34975,34975,2181,2016,165,
Babson College,Wellesley,MA,www.babson.edu,Private,43520,43520,2106,2106,0,
Boston Baptist College,Boston,MA,boston.edu,Private,14866,14866,83,73,10,
Bay Path College,Longmeadow,MA,www.baypath.edu,Private,29959,29959,1454,1179,275,
Becker College,Worcester,MA,www.becker.edu,Private,31500,31500,1871,1449,422,
Bentley University,Waltham,MA,www.bentley.edu,Private,41110,41110,4172,4081,91,
Berklee College of Music,Boston,MA,www.berklee.edu,Private,37586,37586,4402,3950,452,
Boston Architectural College,Boston,MA,www.the-bac.edu,Private,27312,27312,423,399,24,
Boston College,Chestnut Hill,MA,www.bc.edu,Private,45622,45622,9465,9345,120,
The Boston Conservatory,Boston,MA,www.bostonconservatory.edu,Private,40900,40900,545,540,5,
Boston University,Boston,MA,www.bu.edu,Private,44880,44880,16460,16035,425,
Brandeis University,Waltham,MA,www.brandeis.edu/,Private,45856,45856,3603,3597,6,
Bridgewater State University,Bridgewater,MA,www.bridgew.edu,Public,8053,14193,9489,7979,1510,
Cambridge College,Cambridge,MA,www.cambridgecollege.edu,Private,13392,13392,1042,234,808,
Laboure College,Milton,MA,www.laboure.edu/laboure/about-,Private,32833,32833,680,99,581,
Clark University,Worcester,MA,www.clarku.edu,Private,39550,39550,2312,2262,50,
Curry College,Milton,MA,www.curry.edu,Private,34715,34715,2794,2068,726,
Dean College,Franklin,MA,www.dean.edu,Private,33230,33230,1238,1076,162,
Eastern Nazarene College,Quincy,MA,www.enc.edu,Private,27922,27922,1313,1302,11,
Emerson College,Boston,MA,www.emerson.edu,Private,35730,35730,3720,3667,53,
Emmanuel College,Boston,MA,www.emmanuel.edu,Private,34670,34670,2040,1857,183,
Endicott College,Beverly,MA,www.endicott.edu,Private,28926,28926,2621,2419,202,
Fisher College,Boston,MA,www.fisher.edu,Private,27575,27575,1733,1174,559,
Fitchburg State University,Fitchburg,MA,www.fitchburgstate.edu,Public,8985,15065,4148,3414,734,
Framingham State University,Framingham,MA,www.framingham.edu/index.html,Public,8080,14160,4255,3832,423,
Benjamin Franklin Institute of Technology,Boston,MA,www.bfit.edu/,Private,16950,16950,463,412,51,
Gordon College,Wenham,MA,www.gordon.edu,Private,33230,33230,1681,1651,30,
Hampshire College,Amherst,MA,www.hampshire.edu,Private,46625,46625,1468,1468,0,
Harvard University,Cambridge,MA,www.harvard.edu,Private,42292,42292,7278,6912,366,
Hebrew College,Newton Centre,MA,www.hebrewcollege.edu,Private,0,0,4,2,2,
Hellenic College-Holy Cross Greek Orthodox School of Theology,Brookline,MA,hchc.edu,Private,21220,21220,92,92,0,
College of the Holy Cross,Worcester,MA,www.holycross.edu,Private,44272,44272,2878,2877,1,
Lasell College,Newton,MA,www.lasell.edu/,Private,30000,30000,1667,1649,18,
Lesley University,Cambridge,MA,www.lesley.edu,Private,32375,32375,1785,1457,328,
Longy School of Music of Bard College,Cambridge,MA,www.longy.edu,Private,33050,33050,58,55,3,
University of Massachusetts-Lowell,Lowell,MA,www.uml.edu,Public,12097,26146,11830,8889,2941,
Marian Court College,Swampscott,MA,www.mariancourt.edu,Private,16200,16200,173,130,43,
University of Massachusetts-Amherst,Amherst,MA,www.umass.edu,Public,13443,28159,21672,20384,1288,
University of Massachusetts-Boston,Boston,MA,www.umb.edu,Public,11966,27430,11786,8642,3144,
MCPHS University,Boston,MA,www.mcphs.edu,Private,28470,28470,3808,3681,127,
Massachusetts College of Art and Design,Boston,MA,www.massart.edu,Public,10400,28600,1861,1676,185,
Massachusetts Institute of Technology,Cambridge,MA,web.mit.edu/student/,Private,43498,43498,4510,4485,25,
Massachusetts Maritime Academy,Buzzards Bay,MA,www.maritime.edu,Public,7127,22033,1362,1333,29,
Merrimack College,North Andover,MA,www.merrimack.edu,Private,35085,35085,2722,2602,120,
MGH Institute of Health Professions,Boston,MA,www.mghihp.edu,Private,0,0,160,160,0,
Montserrat College of Art,Beverly,MA,www.montserrat.edu/,Private,27770,27770,378,373,5,
Mount Holyoke College,South Hadley,MA,www.mtholyoke.edu,Private,41456,41456,2154,2136,18,
Mount Ida College,Newton,MA,www.mountida.edu,Private,29377,29377,1261,1167,94,
School of the Museum of Fine Arts-Boston,Boston,MA,www.smfa.edu,Private,37863,37863,340,320,20,
The New England Conservatory of Music,Boston,MA,necmusic.edu,Private,39955,39955,410,393,17,
Newbury College,Brookline,MA,www.newbury.edu,Private,28950,28950,961,851,110,
Nichols College,Dudley,MA,www.nichols.edu,Private,32370,32370,1260,1099,161,
Massachusetts College of Liberal Arts,North Adams,MA,www.mcla.edu,Public,8525,17470,1483,1345,138,
Northeastern University,Boston,MA,www.northeastern.edu,Private,41686,41686,13204,13204,0,
College of Our Lady of the Elms,Chicopee,MA,www.elms.edu,Private,30132,30132,1308,1006,302,
Pine Manor College,Chestnut Hill,MA,www.pmc.edu,Private,24930,24930,221,213,8,
Regis College,Weston,MA,www.regiscollege.edu,Private,34380,34380,1188,948,240,
Saint John's Seminary,Brighton,MA,www.sjs.edu,Private,17750,17750,35,35,0,
Salem State University,Salem,MA,www.salemstate.edu,Public,8130,14270,7134,5752,1382,
Simmons College,Boston,MA,www.simmons.edu,Private,35380,35380,1710,1575,135,
Bard College at Simon's Rock,Great Barrington,MA,www.simons-rock.edu/,Private,46713,46713,344,341,3,
Smith College,Northampton,MA,www.smith.edu,Private,43114,43114,2606,2585,21,
Springfield College,Springfield,MA,www.spfldcol.edu,Private,32560,32560,2157,2126,31,
University of Massachusetts-Dartmouth,North Dartmouth,MA,www.umassd.edu,Public,11681,24156,7202,6331,871,
Stonehill College,Easton,MA,www.stonehill.edu,Private,36160,36160,2473,2458,15,
Suffolk University,Boston,MA,www.suffolk.edu,Private,31716,31716,5535,5230,305,
Tufts University,Medford,MA,www.tufts.edu,Private,46598,46598,5146,5118,28,
Wellesley College,Wellesley,MA,www.wellesley.edu,Private,43554,43554,2347,2334,13,
Wentworth Institute of Technology,Boston,MA,www.wit.edu,Private,29200,29200,3975,3630,345,
Western New England University,Springfield,MA,www.wne.edu,Private,33020,33020,2648,2498,150,
Westfield State University,Westfield,MA,www.westfield.ma.edu,Public,8694,14774,5524,4972,552,
Wheaton College,Norton,MA,www.wheatoncollege.edu,Private,45074,45074,1640,1638,2,
Wheelock College,Boston,MA,www.wheelock.edu,Private,31880,31880,839,809,30,
Williams College,Williamstown,MA,www.williams.edu,Private,46600,46600,2051,2051,0,
Worcester Polytechnic Institute,Worcester,MA,www.wpi.edu,Private,42778,42778,4012,3893,119,
Worcester State University,Worcester,MA,www.worcester.edu,Public,8157,14237,5033,4094,939,
Adrian College,Adrian,MI,www.adrian.edu,Private,30758,30758,1616,1582,34,
Albion College,Albion,MI,www.albion.edu,Private,36051,36051,1284,1268,16,
Alma College,Alma,MI,www.alma.edu,Private,32660,32660,1385,1371,14,
Andrews University,Berrien Springs,MI,www.andrews.edu,Private,25470,25470,1765,1612,153,
Aquinas College,Grand Rapids,MI,www.aquinas.edu,Private,26460,26460,1843,1634,209,
Baker College of Owosso,Owosso,MI,www.baker.edu,Private,8100,8100,2726,1710,1016,
Baker College of Flint,Flint,MI,www.baker.edu,Private,8100,8100,4886,2733,2153,
Calvin College,Grand Rapids,MI,www.calvin.edu,Private,28250,28250,3895,3807,88,
Central Michigan University,Mount Pleasant,MI,www.cmich.edu,Public,11220,23670,20070,17606,2464,
Cleary University,Ann Arbor,MI,www.cleary.edu,Private,18720,18720,450,258,192,
Concordia University-Ann Arbor,Ann Arbor,MI,www.cuaa.edu,Private,23563,23563,529,505,24,
College for Creative Studies,Detroit,MI,www.collegeforcreativestudies.,Private,35710,35710,1352,1079,273,
Davenport University,Grand Rapids,MI,www.davenport.edu,Private,14096,14096,7119,2578,4541,
University of Detroit Mercy,Detroit,MI,www.udmercy.edu,Private,35920,35920,2871,2196,675,
Eastern Michigan University,Ypsilanti,MI,www.emich.edu,Public,9364,24909,18543,13372,5171,
Ferris State University,Big Rapids,MI,www.ferris.edu/,Public,10466,16722,12646,9169,3477,
Kettering University,Flint,MI,www.kettering.edu,Private,35600,35600,1640,1580,60,
Grace Bible College,Wyoming,MI,www.gbcol.edu,Private,12235,12235,576,438,138,
Cornerstone University,Grand Rapids,MI,www.cornerstone.edu,Private,24168,24168,2100,1604,496,
Grand Valley State University,Allendale,MI,www.gvsu.edu,Public,10716,15388,21137,18685,2452,
Great Lakes Christian College,Lansing,MI,www.glcc.edu,Private,14500,14500,194,143,51,
Hope College,Holland,MI,www.hope.edu,Private,28720,28720,3296,3214,82,
Kalamazoo College,Kalamazoo,MI,www.kzoo.edu,Private,39450,39450,1427,1419,8,
Lake Superior State University,Sault Ste Marie,MI,www.lssu.edu,Public,9960,14880,2299,1964,335,
Lawrence Technological University,Southfield,MI,www.ltu.edu,Private,28948,28948,3033,1536,1497,
Madonna University,Livonia,MI,www.madonna.edu,Private,16340,16340,3080,1620,1460,
Marygrove College,Detroit,MI,www.marygrove.edu,Private,19850,19850,1041,801,240,
Rochester College,Rochester Hills,MI,www.rc.edu,Private,19920,19920,960,712,248,
University of Michigan-Ann Arbor,Ann Arbor,MI,www.umich.edu,Public,13142,40392,28077,27228,849,
Michigan State University,East Lansing,MI,www.msu.edu,Public,12862,33750,37622,34576,3046,
Michigan Technological University,Houghton,MI,www.mtu.edu,Public,13728,28608,5536,5197,339,
University of Michigan-Dearborn,Dearborn,MI,www.umd.umich.edu/,Public,10614,23124,6793,4717,2076,
University of Michigan-Flint,Flint,MI,www.umflint.edu,Public,9356,18238,6746,4467,2279,
Baker College of Muskegon,Muskegon,MI,www.baker.edu,Private,8100,8100,3988,2584,1404,
Northern Michigan University,Marquette,MI,www.nmu.edu,Public,9037,14113,7959,7334,625,
Northwestern Michigan College,Traverse City,MI,www.nmc.edu/,Public,5093,6436,4241,1903,2338,
Northwood University-Michigan,Midland,MI,www.northwood.edu,Private,22130,22130,2920,1853,1067,
Oakland University,Rochester Hills,MI,www.oakland.edu,Public,10613,23873,16113,12202,3911,
Olivet College,Olivet,MI,www.olivetcollege.edu,Private,23021,23021,1016,969,47,
Kuyper College,Grand Rapids,MI,www.kuyper.edu,Private,18454,18454,283,247,36,
Sacred Heart Major Seminary,Detroit,MI,www.shms.edu,Private,17000,17000,154,54,100,
Saginaw Valley State University,University Center,MI,www.svsu.edu,Public,8423,19776,8687,7408,1279,
Siena Heights University,Adrian,MI,www.sienaheights.edu,Private,21890,21890,2325,1237,1088,
Spring Arbor University,Spring Arbor,MI,www.arbor.edu,Private,23400,23400,2860,2006,854,
Finlandia University,Hancock,MI,www.finlandia.edu,Private,20480,20480,498,463,35,
Walsh College of Accountancy and Business Administration,Troy,MI,www.walshcollege.edu,Private,0,0,967,109,858,
Wayne State University,Detroit,MI,www.wayne.edu,Public,11094,23714,17789,12129,5660,
Western Michigan University,Kalamazoo,MI,www.wmich.edu,Public,10355,24109,18755,15820,2935,
Apostolic Bible Institute Inc,Saint Paul,MN,www.apostolic.org,Private,0,0,0,0,0,
Augsburg College,Minneapolis,MN,www.augsburg.edu,Private,33209,33209,2661,2029,632,
Bemidji State University,Bemidji,MN,www.bemidjistate.edu,Public,8124,8124,4397,3490,907,
Bethany Lutheran College,Mankato,MN,www.blc.edu,Private,24080,24080,552,538,14,
Bethel University,Saint Paul,MN,www.bethel.edu,Private,31760,31760,3178,2535,643,
Carleton College,Northfield,MN,www.carleton.edu,Private,46167,46167,2023,2023,0,
Concordia College at Moorhead,Moorhead,MN,www.cord.edu,Private,32814,32814,2464,2447,17,
Concordia University-Saint Paul,Saint Paul,MN,www.csp.edu,Private,19700,19700,1927,1157,770,
Martin Luther College,New Ulm,MN,www.mlc-wels.edu,Private,12300,12300,729,702,27,
Gustavus Adolphus College,Saint Peter,MN,www.gustavus.edu,Private,39120,39120,2439,2417,22,
Hamline University,Saint Paul,MN,www.hamline.edu,Private,35108,35108,2108,2064,44,
Macalester College,Saint Paul,MN,www.macalester.edu,Private,45388,45388,2029,2010,19,
Minnesota State University-Mankato,Mankato,MN,www.mnsu.edu,Public,7557,15036,12542,11266,1276,
Mayo School of Health Sciences,Rochester,MN,www.mayo.edu/mshs/,Private,0,0,131,131,0,
Metropolitan State University,Saint Paul,MN,www.metrostate.edu,Public,6642,13227,7322,2825,4497,
University of Minnesota-Twin Cities,Minneapolis,MN,www1.umn.edu/twincities/index.,Public,13555,19805,30271,27866,2405,
University of Minnesota-Crookston,Crookston,MN,www.umcrookston.edu/,Public,11448,11448,1813,1236,577,
Minneapolis College of Art and Design,Minneapolis,MN,www.mcad.edu,Private,32750,32750,683,665,18,
Crossroads College,Rochester,MN,www.crossroadscollege.edu,Private,15280,15280,97,87,10,
University of Minnesota-Duluth,Duluth,MN,www.d.umn.edu/,Public,12815,16480,9239,8890,349,
University of Minnesota-Morris,Morris,MN,www.morris.umn.edu/,Public,12584,12584,1846,1794,52,
Minnesota State University-Moorhead,Moorhead,MN,www.mnstate.edu,Public,7816,14714,5912,5042,870,
North Central University,Minneapolis,MN,www.northcentral.edu,Private,19996,19996,1106,1049,57,
University of Northwestern-St Paul,Saint Paul,MN,www.unwsp.edu,Private,28020,28020,2038,1758,280,
Northwestern Health Sciences University,Bloomington,MN,www.nwhealth.edu/,Private,11880,11880,113,50,63,
Oak Hills Christian College,Bemidji,MN,www.oakhills.edu,Private,15300,15300,126,117,9,
